date, Time, Sec since start, Connected, Data changed, AccelSensor.temperature, AccelSensor.x, AccelSensor.y, AccelSensor.z
2013-12-24, 14:04:04.811, 8.835, 1, 0, 25.3058815, -0.2838098407, -0.4035608172, -7.67963028
2013-12-24, 14:04:04.889, 8.913, 1, 1, 25.3058815, -0.2287243754, -0.3676355183, -7.62694025
2013-12-24, 14:04:04.911, 8.935, 1, 0, 25.3058815, -0.2287243754, -0.3676355183, -7.62694025
2013-12-24, 14:04:04.991, 9.015, 1, 1, 25.3058815, -0.2694396973, -0.3987707794, -7.720345974
2013-12-24, 14:04:05.19, 9.043, 1, 0, 25.3058815, -0.2694396973, -0.3987707794, -7.720345974
2013-12-24, 14:04:05.91, 9.115, 1, 1, 25.21176529, -0.207169205, -0.3341052532, -7.773036003
2013-12-24, 14:04:05.110, 9.134, 1, 0, 25.21176529, -0.207169205, -0.3341052532, -7.773036003
2013-12-24, 14:04:05.191, 9.215, 1, 1, 25.3058815, -0.2454895079, -0.4059558213, -7.689210415
2013-12-24, 14:04:05.218, 9.242, 1, 0, 25.3058815, -0.2454895079, -0.4059558213, -7.689210415
2013-12-24, 14:04:05.291, 9.315, 1, 1, 25.3058815, -0.2478845268, -0.3628454804, -7.672445297
2013-12-24, 14:04:05.313, 9.337, 1, 0, 25.3058815, -0.2478845268, -0.3628454804, -7.672445297
2013-12-24, 14:04:05.389, 9.413, 1, 1, 25.21176529, -0.2933899164, -0.4203259349, -7.720345974
2013-12-24, 14:04:05.412, 9.436, 1, 0, 25.21176529, -0.2933899164, -0.4203259349, -7.720345974
2013-12-24, 14:04:05.492, 9.516, 1, 1, 25.39999962, -0.2263293564, -0.4346960783, -7.643705368
2013-12-24, 14:04:05.518, 9.542, 1, 0, 25.39999962, -0.2263293564, -0.4346960783, -7.643705368
2013-12-24, 14:04:05.591, 9.615, 1, 1, 25.3058815, -0.3173401058, -0.4251159728, -7.62694025
2013-12-24, 14:04:05.616, 9.64, 1, 0, 25.3058815, -0.3173401058, -0.4251159728, -7.62694025
2013-12-24, 14:04:05.689, 9.713, 1, 1, 25.3058815, -0.2598596215, -0.3245251477, -7.715555668
2013-12-24, 14:04:05.710, 9.734, 1, 0, 25.3058815, -0.2598596215, -0.3245251477, -7.715555668
2013-12-24, 14:04:05.790, 9.814, 1, 1, 25.3058815, -0.2023791522, -0.3724255562, -7.600594997
2013-12-24, 14:04:05.810, 9.834, 1, 0, 25.3058815, -0.2023791522, -0.3724255562, -7.600594997
2013-12-24, 14:04:05.891, 9.915, 1, 1, 25.21176529, -0.2239343375, -0.3891907036, -7.670050144
2013-12-24, 14:04:05.919, 9.943, 1, 0, 25.21176529, -0.2239343375, -0.3891907036, -7.670050144
2013-12-24, 14:04:05.991, 10.015, 1, 1, 25.21176529, -0.2550695837, -0.4466711581, -7.770641327
2013-12-24, 14:04:06.18, 10.042, 1, 0, 25.21176529, -0.2550695837, -0.4466711581, -7.770641327
2013-12-24, 14:04:06.89, 10.113, 1, 1, 25.3058815, -0.207169205, -0.3867956698, -7.725135803
2013-12-24, 14:04:06.122, 10.146, 1, 0, 25.3058815, -0.207169205, -0.3867956698, -7.725135803
2013-12-24, 14:04:06.189, 10.213, 1, 1, 25.3058815, -0.2383044511, -0.3915857077, -7.662865162
2013-12-24, 14:04:06.225, 10.249, 1, 0, 25.3058815, -0.2383044511, -0.3915857077, -7.662865162
2013-12-24, 14:04:06.289, 10.313, 1, 1, 25.3058815, -0.1951940954, -0.3245251477, -7.665260315
2013-12-24, 14:04:06.310, 10.334, 1, 0, 25.3058815, -0.1951940954, -0.3245251477, -7.665260315
2013-12-24, 14:04:06.391, 10.415, 1, 1, 25.3058815, -0.2550695837, -0.343685329, -7.65089035
2013-12-24, 14:04:06.412, 10.436, 1, 0, 25.3058815, -0.2550695837, -0.343685329, -7.65089035
2013-12-24, 14:04:06.489, 10.513, 1, 1, 25.3058815, -0.2383044511, -0.413140893, -7.65089035
2013-12-24, 14:04:06.513, 10.537, 1, 0, 25.3058815, -0.2383044511, -0.413140893, -7.65089035
2013-12-24, 14:04:06.590, 10.614, 1, 1, 25.3058815, -0.2239343375, -0.4514611959, -7.682025433
2013-12-24, 14:04:06.611, 10.635, 1, 0, 25.3058815, -0.2239343375, -0.4514611959, -7.682025433
2013-12-24, 14:04:06.692, 10.716, 1, 1, 25.39999962, -0.2454895079, -0.4370910823, -7.701185703
2013-12-24, 14:04:06.711, 10.735, 1, 0, 25.39999962, -0.2454895079, -0.4370910823, -7.701185703
2013-12-24, 14:04:06.789, 10.813, 1, 1, 25.39999962, -0.2383044511, -0.415535897, -7.641310215
2013-12-24, 14:04:06.818, 10.842, 1, 0, 25.39999962, -0.2383044511, -0.415535897, -7.641310215
2013-12-24, 14:04:06.890, 10.914, 1, 1, 25.3058815, -0.2143542618, -0.3700305223, -7.689210415
2013-12-24, 14:04:06.912, 10.936, 1, 0, 25.3058815, -0.2143542618, -0.3700305223, -7.689210415
2013-12-24, 14:04:06.991, 11.015, 1, 1, 25.3058815, -0.1927990764, -0.4203259349, -7.715555668
2013-12-24, 14:04:07.11, 11.035, 1, 0, 25.3058815, -0.1927990764, -0.4203259349, -7.715555668
2013-12-24, 14:04:07.90, 11.114, 1, 1, 25.3058815, -0.2215393186, -0.4035608172, -7.727530956
2013-12-24, 14:04:07.114, 11.138, 1, 0, 25.3058815, -0.2215393186, -0.4035608172, -7.727530956
2013-12-24, 14:04:07.190, 11.214, 1, 1, 25.3058815, -0.2598596215, -0.4275110066, -7.653285027
2013-12-24, 14:04:07.210, 11.234, 1, 0, 25.3058815, -0.2598596215, -0.4275110066, -7.653285027
2013-12-24, 14:04:07.290, 11.314, 1, 1, 25.3058815, -0.2694396973, -0.4203259349, -7.741900921
2013-12-24, 14:04:07.312, 11.336, 1, 0, 25.3058815, -0.2694396973, -0.4203259349, -7.741900921
2013-12-24, 14:04:07.390, 11.414, 1, 1, 25.39999962, -0.2263293564, -0.3628454804, -7.725135803
2013-12-24, 14:04:07.415, 11.439, 1, 0, 25.39999962, -0.2263293564, -0.3628454804, -7.725135803
2013-12-24, 14:04:07.489, 11.513, 1, 1, 25.39999962, -0.2191442996, -0.3628454804, -7.670050144
2013-12-24, 14:04:07.515, 11.539, 1, 0, 25.39999962, -0.2191442996, -0.3628454804, -7.670050144
2013-12-24, 14:04:07.593, 11.617, 1, 1, 25.3058815, -0.2143542618, -0.3987707794, -7.694000721
2013-12-24, 14:04:07.611, 11.635, 1, 0, 25.3058815, -0.2143542618, -0.3987707794, -7.694000721
2013-12-24, 14:04:07.690, 11.714, 1, 1, 25.39999962, -0.3005749583, -0.3891907036, -7.751481056
2013-12-24, 14:04:07.714, 11.738, 1, 0, 25.39999962, -0.3005749583, -0.3891907036, -7.751481056
