date, Time, Sec since start, Connected, Data changed, GyroSensor.temperature, GyroSensor.x, GyroSensor.y, GyroSensor.z
2013-12-22, 17:40:03.675, 2165.27, 1, 1, 1.117645264, 1.280487776, 0.3963412941, -1.890244007
2013-12-22, 17:40:03.875, 2165.47, 1, 1, 1.117645264, 1.189024448, 0.4268291295, -1.859756112
2013-12-22, 17:40:04.75, 2165.67, 1, 1, 1.117645264, 1.280487776, 0.4878047109, -2.01219511
2013-12-22, 17:40:04.275, 2165.87, 1, 1, 1.211765289, 1.219512224, 0.5792681575, -1.981707335
2013-12-22, 17:40:04.475, 2166.07, 1, 1, 1.211765289, 1.158536673, 0.4573169351, -1.829268336
2013-12-22, 17:40:04.675, 2166.27, 1, 1, 1.3058815, 1.128048778, 0.5487803221, -1.951219559
2013-12-22, 17:40:04.875, 2166.47, 1, 1, 1.3058815, 1.158536673, 0.4573169351, -1.768292665
2013-12-22, 17:40:05.75, 2166.67, 1, 1, 1.3058815, 1.128048778, 0.6707315445, -1.79878056
2013-12-22, 17:40:05.275, 2166.87, 1, 1, 1.3058815, 1.067073226, 0.5487803221, -1.768292665
2013-12-22, 17:40:05.475, 2167.07, 1, 1, 1.211765289, 1.158536673, 0.3963413239, -1.859756112
2013-12-22, 17:40:05.675, 2167.27, 1, 1, 1.399997711, 1.158536673, 0.6097559333, -1.707317114
2013-12-22, 17:40:05.875, 2167.47, 1, 1, 1.399997711, 1.097561002, 0.3963413239, -1.768292665
2013-12-22, 17:40:06.75, 2167.67, 1, 1, 1.399997711, 0.9451220036, 0.5487803221, -1.890244007
2013-12-22, 17:40:06.275, 2167.87, 1, 1, 1.494117737, 1.097561002, 0.4573169053, -1.920731783
2013-12-22, 17:40:06.475, 2168.07, 1, 1, 1.494117737, 1.128048778, 0.5487803221, -1.951219559
2013-12-22, 17:40:06.675, 2168.27, 1, 1, 1.494117737, 1.189024448, 0.6097559333, -1.768292665
2013-12-22, 17:40:06.875, 2168.47, 1, 1, 1.494117737, 1.158536673, 0.3353657126, -1.768292665
2013-12-22, 17:40:07.75, 2168.67, 1, 1, 1.588233948, 1.25, 0.5792681575, -1.829268336
2013-12-22, 17:40:07.275, 2168.87, 1, 1, 1.588233948, 1.036585331, 0.6402437091, -1.890244007
2013-12-22, 17:40:07.475, 2169.07, 1, 1, 1.588233948, 1.189024448, 0.6707315445, -1.890244007
2013-12-22, 17:40:07.675, 2169.27, 1, 1, 1.588233948, 1.128048778, 0.4268291295, -1.707317114
2013-12-22, 17:40:07.875, 2169.47, 1, 1, 1.588233948, 1.128048778, 0.4268291295, -1.676829338
2013-12-22, 17:40:08.79, 2169.68, 1, 1, 1.588233948, 0.9756097794, 0.4573169053, -1.920731783
2013-12-22, 17:40:08.275, 2169.87, 1, 1, 1.682353973, 1.067073226, 0.4268290997, -1.920731783
2013-12-22, 17:40:08.475, 2170.07, 1, 1, 1.776470184, 0.9451220036, 0.5487803221, -2.01219511
2013-12-22, 17:40:08.675, 2170.27, 1, 1, 1.776470184, 1.128048778, 0.3658535182, -1.707317114
2013-12-22, 17:40:08.875, 2170.47, 1, 1, 1.776470184, 1.158536673, 0.5182924867, -1.768292665
2013-12-22, 17:40:09.75, 2170.67, 1, 1, 1.682353973, 1.280487776, 0.4878047109, -1.890244007
2013-12-22, 17:40:09.275, 2170.87, 1, 1, 1.776470184, 0.9451220036, 0.6097559333, -1.829268336
2013-12-22, 17:40:09.475, 2171.07, 1, 1, 1.776470184, 1.310975671, 0.5182924867, -1.768292665
2013-12-22, 17:40:09.675, 2171.27, 1, 1, 1.776470184, 0.9451220036, 0.5182924867, -1.920731783
2013-12-22, 17:40:09.875, 2171.47, 1, 1, 1.776470184, 1.219512224, 0.6402437091, -1.829268336
2013-12-22, 17:40:10.75, 2171.67, 1, 1, 1.870586395, 1.097561002, 0.6097559333, -1.920731783
2013-12-22, 17:40:10.275, 2171.87, 1, 1, 1.870586395, 1.128048778, 0.6097559333, -1.951219559
2013-12-22, 17:40:10.475, 2172.07, 1, 1, 1.964706421, 1.280487776, 0.5487803221, -1.829268336
2013-12-22, 17:40:10.675, 2172.27, 1, 1, 1.964706421, 0.9756097794, 0.5792681575, -1.768292665
2013-12-22, 17:40:10.875, 2172.47, 1, 1, 2.058822632, 1.158536673, 0.5182924867, -1.768292665
2013-12-22, 17:40:11.75, 2172.67, 1, 1, 1.964706421, 1.128048778, 0.4268290997, -1.920731783
2013-12-22, 17:40:11.275, 2172.87, 1, 1, 2.058822632, 1.189024448, 0.5487803221, -1.890244007
2013-12-22, 17:40:11.475, 2173.07, 1, 1, 2.058822632, 0.9451220036, 0.5182924867, -1.951219559
2013-12-22, 17:40:11.675, 2173.27, 1, 1, 2.058822632, 1.25, 0.6402437091, -1.79878056
2013-12-22, 17:40:11.875, 2173.47, 1, 1, 2.058822632, 1.280487776, 0.4878047407, -1.73780489
2013-12-22, 17:40:12.75, 2173.67, 1, 1, 2.247058868, 1.128048778, 0.6097559333, -2.01219511
2013-12-22, 17:40:12.275, 2173.87, 1, 1, 2.152938843, 1.128048778, 0.5792681575, -1.79878056
2013-12-22, 17:40:12.475, 2174.07, 1, 1, 2.152938843, 0.9756097794, 0.6097559333, -2.042682886
2013-12-22, 17:40:12.675, 2174.27, 1, 1, 2.152938843, 1.128048778, 0.4268290997, -1.920731783
2013-12-22, 17:40:12.875, 2174.47, 1, 1, 2.247058868, 1.036585331, 0.4573169053, -1.890244007
2013-12-22, 17:40:13.75, 2174.67, 1, 1, 2.247058868, 1.189024448, 0.5792681575, -1.859756112
2013-12-22, 17:40:13.275, 2174.87, 1, 1, 2.247058868, 1.036585331, 0.3353657126, -1.768292665
2013-12-22, 17:40:13.475, 2175.07, 1, 1, 2.247058868, 1.371951222, 0.5487803221, -1.79878056
